mean pos,mean neg,Tweet,Clean
1,1,Gridskipper: After Hours At The SoBe Wine and Food Festival http://bit.ly/bdn5PS,gridskiper hours sobe wine food festival
2,2,"@kelschra as much as I hate to admit it, her songs are very catchy.",@kelschra much hate admit songs catchy
2,1,I want some in n out frys and a chocolate milk shake...,want frys chocolate milk shake ...
1,1,"@TimMcFly E-pills, and Gus lady friend. And cory and his GF",@timcfly e-pils gus lady friend cory gf
1,1,My Top 2 Weekly #lastfm artists: Coheed and Cambria (58) and Lady GaGa (1) http://bit.ly/bGZonT,top weekly #lastfm artists cohed cambria lady gaga
2,1,Happy Birthday @Swagbucks! Here's to another year of free rewards at http://bit.ly/KdISW! #swagbucks,happy birthday @swagbucks here's another year free rewards #swagbucks
1,1,3G spectrum auction to open doors for foreign players: Economic Survey http://bit.ly/97memq,g spectrum auction open dors foreign players economic survey
3,1,@AlishaRoberts7 Hey Mamma ..thats more important than my video..next time :),@alisharoberts hey mamma .. thats important video .. next time :)
1,1,"ESPN host Tony Kornheiser suspended after attack Fashion Hannah Storm: Tony Kornheiser, host of ESPN show Pardon the http://bit.ly/aJeQzd",espn host tony kornheiser suspended attack fashion hanah storm tony kornheiser host espn show pardon
2,3,@YumSexy i think im in a drought! lol,@yumsexy think im drought very funny
1,1,@BlackMamba_8 I'm in the overflow room.,@blackmamba_ i'm overflow room
2,1,@JoseFloresJr LOL IC...I've seen it...I thought they did another one.,@josefloresjr very funny ic ... i've seen ... thought another one
1,1,@Scififanattic try http://bit.ly/9gsGTx instead,@scififanatic try instead
1,1,"Foul Territory: Michael Kirkman video: From the request and dedication line, this video goes out to Kinslerhomer, ... http://bit.ly/ageltF",foul territory michael kirkman video request dedication line video goes kinslerhomer ...
3,1,Its time you changed direction! This is the answer! It'll blow your socks off! http://profusionXis4me.info,time changed direction answer it'l blow socks
2,1,RT @prettypinkposh New Prettypinkposh Sizzix giveaway! Here's your chance to win some brand new products! http://alturl.com/ua8f,rt @pretypinkposh new pretypinkposh sizix giveaway here's chance win brand new products
1,1,@hullabalootion Here's the article. http://bit.ly/aRPcQ6,@hulabalotion here's article
1,1,RT @taryder: Confirmed: Kristen was with Rob at Lizzy Pattinson show last night at Halfmoon,rt @taryder confirmed kristen rob lizy patinson show last night halfmon
2,2,RT @DonGucci Buy A Girl shoes .... And She Will Walk Out Ya Life>>>rite wit them shyts on too...lmao,rt @donguci buy girl shoes ... walk life rite shyts ... very funny
3,1,RT @lifehousemusic: 5 days untill smoke and mirrors!! http://bit.ly/aQrxgq :),rt @lifehousemusic days untill smoke mirors :)
2,1,@aliciaaw002 hey hi :),@aliciaw hey hi :)
2,1,"RT @3greenangels: Spread the word, find out what is in your food and help others! http://www.whatsonmyfood.org/banner.jsp #ecowed",rt @grenangels spread word find food help others #ecowed
1,1,iPhone Game App Makes $1M in 9 Days - http://bit.ly/9QFMH8,iphone game ap makes days
4,1,Great idea! RT @SharonDV: @AbsolutCJ @yummymummyclub A Blue MOuntain getaway would be AWESOME!,great idea rt @sharondv @absolutcj @yumymumyclub blue mountain getaway would awesome
1,3,"@jcogliandro You moved too slow, bro! #BestBuy",@jcogliandro moved slow bro #bestbuy
1,2,RT @candacejade84: @CPOLKgotdoe no......and if someone say yes hook em up to a lie detector...,rt @candacejade @cpolkgotdoe ... someone say yes hook lie detector ...
1,1,@arcktip are you going to the intermodal transit suchness this evening?,@arcktip going intermodal transit suchness evening
1,1,@foforks novo trailer de a hora do pesadelo com kellan lutz http://www.youtube.com/watch?v=dVscaWzTckw,@foforks novo trailer de hora pesadelo com kelan lutz
1,2,Sitting in Italian hanging around! Hopefully I won't fail this stupid conversation thing!,sitting italian hanging around hopefully fail stupid conversation thing
1,2,is trynna figure out y these niggas dun gased up my dude?!,tryna figure nigas dun gased dude
1,2,"RT @angstgoddess003: Fuckery is afoot. If you've gotten an email from FFn admin within the last month (esp. from this ""JAMES"" mofo), could you DM me? Tracing IPs",rt @angstgodes fuckery afoot gotten email fn admin within last month esp james mofo could direct message tracing ips
2,2,Perfect time to drive to la. Losing my mind in traffic,perfect time drive la losing mind traffic
1,1,@jonanntim yeah I talk to them all the time. Why?,@jonantim yeah talk time
3,1,@YUNGDURTY580 yuhhh that Touch Down is my shit and that M town and Loco !!!!,@yungdurty touch shit town loco
1,2,Huge blast hits Afghan capital,huge blast hits afghan capital
2,2,For those of you who know him we're putting Tyson down next week. There is a lot wrong with him. But he is a good dog and will be in a bett?,know we're puting tyson next wk lot wrong good dog bet
3,1,@eemeer the oral is so easy! who are you doing it on mr.bean?,@emer oral easy mr.bean
2,1,"I unlocked ""Win Level 2"" in ""SteamPunk Hockey""! http://bit.ly/cHX9Kd",unlocked win level steampunk hockey
1,1,"? ? Are Singles Dating sites Internet, Suitable for you personally ...: There are thousands of online dating sites... http://bit.ly/dbmSr5",singles dating sites internet suitable personally ... thousands online dating sites ...
1,3,"@benjaminmadden ur lookin ripped dude! always been a GC fan, looking 4ward to the new material, much respect",@benjaminmaden lokin riped dude always gc fan looking ward new material much respect
1,1,RT @LondonCP: LondonCP new program for 2010... http://bit.ly/9Hv1Hh,rt @londoncp londoncp new program ...
1,1,Sigma 17-70mm OS Soon Available for Sony and Pentax Cameras,sigma os soon available sony pentax cameras
3,1,"@johncmayer, thank you for another incredible night ... I'm speechless <3",@johncmayer thank another incredible night ... i'm speechless
2,1,picked up the book #RealityHunger by David Shields today. That is correct: I disconnect myself from the computer from time to time.,picked book #realityhunger david shields today correct disconnect computer time time
1,1,"I just took ""What would Justin Bieber say to you if he turned around and acci..."" and got: He say: Woah.. Hi .! Try it: http://bit.ly/cjsINt",took would justin bieber say turned around aci ... got say woah .. hi try
2,1,@lightnessalways Intend to do that tomorrow!,@lightnesalways intend 2morrow
1,1,"RT @CTVOlympics: Orser finds Olympic redemption with Kim: A silver medallist in the Calgary 88 Games, Brian Orser admits that coach... http://bit.ly/atWPzM",rt @ctvolympics orser finds olympic redemption kim silver medalist calgary games brian orser admits coach ...
3,2,"i love that my husband is into the olympics. I don't get it, but he's like a 13 year old. It's adorable.",love husband olympics get he's like year old adorable
2,1,"Dear Coldplay, i want to see you live before i die.",dear coldplay want see live die
3,1,@JansArceo i like the song Black and BLue :D,@jansarceo like song black blue :d
1,1,Q:i just kno these things A:or ur jus assumin http://formspring.me/flyguydaddy/q/233102844,q know things asumin
1,1,RT @Shapelys10: Today Is The Day Your Whole Life Changes. Take It By The Helm..Learn How You Can Get Fit and Earn Money Doing It,rt @shapelys today day whole life changes take helm .. learn get fit earn money
1,1,Friends Forever Vintage Tattoo Body Painting: http://bit.ly/9ASxM0 via @addthis,friends forever vintage tattoo body painting via @adthis
2,2,"Lol, the weight restriction stems from a phobia, so don't judge too harsh :)",very funny weight restriction stems phobia judge harsh :)
1,1,I uploaded a YouTube video -- Annett - Unbekannter Soldat http://youtu.be/7toJ33S2Tu0?a,uploaded youtube video annet unbekanter soldat
2,2,@KindaRaedell hahaha i suck too thats why i have to keep playing!,@kindaraedel very funny suck thats keep playing
2,1,Pls check ur direct message n sms inbox! RT @yugalinan: @lovedella bunny ak ud bangun.... http://myloc.me/4ckDE,pls check direct message sms inbox rt @yugalinan @lovedela bunny ak ud bangun ...
1,1,Daily Track: Alison Krauss - 'Gravity' (Live):,daily track alison kraus gravity live ):
1,2,Sorry tyler don't throw the judges under the bus and the 70s are over sorry,sorry tyler throw judges bus sorry
2,1,Great to hear the crowd and the team sing our anthem. We could do with more of that. #gocanadago,great hear crowd team sing anthem could #gocanadago
1,1,http://bit.ly/bLkGQC?q=adult-ear-infections-hot-fitness-models-free-webcam-silly-stocking-stuffers-free-family-sex,
1,1,"Prikitiwwww jugaaa....RT @VenzkaTahapary: Prikitiewwww,,,, @AndhikaMayrizal http://myloc.me/4dSMt",prikitiw juga ... rt @venzkatahapary prikitiew @andhikamayrizal
2,2,i have an essay to write and reading to catch up on. my life in college. fun. cannot wait til spring break. then i can just sleep all day.,essay write reading catch life college fun cannot wait til spring break sleep day
1,1,"take vocal jam 5 sore nanti, suara lagi cacat begini http://myloc.me/4bThN",take vocal jam sore nanti suara lagi cacat begini
1,1,the day I had in mind\for a #tanka poets party\has come & gone\now beginning to fall\flowers f th kerria ~Shiki #poetry #quote,day mind #tanka poets party come gone beginning fall flowers f th keria shiki #poetry #quote
3,1,"@Wossy Geez, your house is turning into a zoo! lol love the names for the mice! ;o) love, xx",@wosy gez house turning zoo very funny love names mice ;o) love x
2,1,@heidiglamluvvsu my lesson today was grab life by the balls and hold on for dear life lol,@heidiglamluvsu lesson today grab life bals hold dear life very funny
1,2,@BIGGC_ ....doesn't help me at the moment.,@bigc_ ... help moment
1,1,"Belmont?s Sidewalk Fine Arts Festival Mar. 26-28, 2010: Bay Area artists such as Robert Wunce (Santa Cruz) and Pat... http://bit.ly/diSGUU",belmont sidewalk fine arts festival mar bay area artists robert wunce santa cruz pat ...
3,1,@adamlambert yaaaaaaaayyyyy so happy bout the idol performance and ur gonna sing music again on leno!!!!,@adamlambert happy happy idol performance gona sing music leno
2,1,@StuckOnHandsome hahahah of course,@stuckonhandsome hahahah course
2,1,Leverage is kind-of surprisingly good.,leverage kind-of surprisingly good
1,1,"RT @jaketapper: At Close of Summit, President Obama Says It's Time for Decisions ""And Then That's What Elections Are For"" >> http://bit.ly/a7jSeL",rt @jaketaper close summit president obama says time decisions that's elections
1,1,Firies and SES to join in tonight's gay and lesbian Mardi Gras Parade http://bit.ly/cArCL3,firies ses join tonight's gay lesbian mardi gras parade
2,2,"#ThingsWeWantBack NaS the way he was rhymin in 94. Niggas couldn't fuck with him, no way, no how. I don't give a fuck who says what",#thingswewantback nas way rhymin nigas fuck way give fuck says
1,1,Listen-Tongues of Fire-Pastor Paul's Podcast Episode 135 Pt1 'The Waterer's Will Be Watered' http://wwwpastorpaul.blogspot.com Egocentricity,listen-tongues fire-pastor paul's podcast episode pt waterer's watered egocentricity
1,1,Replica Store http://www.replicastore.net/index.php/catalog/product/view/id/17 BREITLING for Bentley Motors Tourbillon Special Edition,replica store breitling bentley motors tourbilon special edition
1,2,@stolenmanners do you wanna do anything tomorrow? or this weekend? i hafta work at the navy saturday & sunday..............,@stolenmaners wanna anything 2morrow weekend hafta work navy saturday sunday ...
1,1,G.O.D - Gil http://www.youtube.com/watch?v=SYSObd8q0iE,g gil
2,1,taking a break from crazy packing to watch 2012.,taking break crazy packing watch
3,1,RT @Breathe_EZ_Papa: PURE Is Shpopppinnn!!! Feelin My Ladies And Fellas Right Now!!<<,rt @breathe_ez_papa pure shpopin felin ladies felas right
2,2,@deadlee2213 i saw i a guy do that on a porno & i was shocked & intrigued at tha same time lol,@deadle saw guy porno shocked intrigued tha time very funny
3,1,I'm so pleased I'm gonna post it again http://twitpic.com/15h0nd,i'm pleased i'm gona post
1,1,http://bit.ly/dxsvb Kerala Church row: Catholicos Aram offers mediation ? Asianetindia ... http://bit.ly/aUMRzM,kerala church row catholicos aram ofers mediation asianetindia ...
3,1,loves you Galouuuu the wolf. http://myloc.me/4e2Kr,loves galou wolf
3,2,"@lusummers ""GO THE #FAVOURS"" I wouldn't be ashamed just be prepared!!! lol",@lusumers go #favours ashamed prepared very funny
2,1,Gmorning:-) Uthini uLinda..lol just tuned in&they playing #potoko RT @songistylez: Who listens to Khozi fm in the morning #vukamzansi #linda,gmorning :-) uthini ulinda .. very funny tuned playing #potoko rt @songistylez listens khozi fm morning #vukamzansi #linda
1,3,#shoutout 2 ma charger that jus disapated in thin air jus now..just as I needed it!,#shoutout charger disapated thin air .. neded
1,1,#FF my brother @HAT_BOY_ROCK@HAT_BOY_ROCK@HAT_BOY_ROCK@HAT_BOY_ROCK@HAT_BOY_ROCK,#f brother @hat_boy_rock @hat_boy_rock @hat_boy_rock @hat_boy_rock @hat_boy_rock
1,1,"RT @408Star: @thatsiccitydj #nowplaying ALL$TAR! wrking on The LiftOff Mixtape. Here's a preview, watch n RT for me >> http://yfrog.us/2q759z",rt @star @thatsicitydj #nowplaying tar wrking liftof mixtape here's preview watch rt
1,1,"Twitter porn hits 800 UK bank followers, media and government ... http://bit.ly/aTfipE",twitter porn hits uk bank folowers media government ...
1,2,Have been too busy at work to tweet. Heading home in 80 minutes.,busy work tweet heading home minutes
1,1,#NowPlaying Monopoly For Iphone.. IM The Boat Wit All Da Property!! http://twitpic.com/15esk7,#nowplaying monopoly iphone .. im boat da property
1,1,RT @cvray: @GlennBeck Rules for Restoration http://ow.ly/1nipI5,rt @cvray @glenbeck rules restoration
1,1,"My Intent is to be grounded like the trees, but flexible enough to move in the wind. ? Support me http://tinyurl.com/ya8hugr",intent grounded like tres flexible enough move wind support
1,2,I hurt someone's feelings tonight - they thrust their drooly baby at me and I told him I didn't want to hold said baby.,hurt someone's felings tonight thrust droly baby told want hold said baby
3,3,"@alyshanett Omg that photo of me is horrendous!! I want to shoot, you're getting really good! I love the exposed film!",@alyshanet shocked photo horrendous want shoot getting really good love exposed film
3,1,I like chinese blueberry green tea. Yummay RT @IamRah: And yes green tea DOES go with everything dammit...,like chinese blueberry green tea yumay rt @iamrah yes green tea go everything damit ...
2,1,Sleepy time...also photo of the day! The background @TrishaOSDesigns made me!! http://tweetphoto.com/12547820,sleepy time ... also photo day background @trishaosdesigns made
2,1,@jupiters_crunch naw actually i do the sam thing i wait till after i eat to brush me teeth to me that is the more logical way to do it lol,@jupiters_crunch naw actually sam thing wait till eat brush teeth logical way very funny
1,1,"ENTREVISTA / ALEXANDRE OLIVA -- ""Eu rompi com o Google"" http://bit.ly/9hNOQR",entrevista alexandre oliva eu rompi com gogle
2,1,what comes in that box that box that rocks,comes box box rocks
1,1,AllRecipes Launches New iPhone App; Planning Cooking App For iPad http://bit.ly/bIiVZo,alrecipes launches new iphone ap planing cooking ap ipad
2,1,@Riss123 Bahaha do it! I brought my sister tickets for her birthday and she asked me to go with her.,@ris bahaha brought sister tickets birthday asked go
1,1,"Acoustic gig next tuesday 2nd March at The Library, Islington",acoustic gig next tuesday nd march library islington
1,1,RT @dindarania: Bosen to the max http://myloc.me/4dGDP,rt @dindarania bosen max
2,1,Esperanza Atlanta | A GEM FROM THE SPORT OF DOWNHILL SKIING: A GEM FROM THE SPORT OF DOWNHILL SKIING. In the spiri... http://bit.ly/9K6Zzj,esperanza atlanta gem sport downhill skiing gem sport downhill skiing spiri ...
1,2,@josephdee Sorry to hear that. I hope you are okay. Wait until tomorrow morning to evaluate your health. You might be sore then.,@josephde sorry hear hope okay wait 2morrow morning evaluate health might sore
1,2,@Rumpusgoopus well i wouldn't have caught it if you hadn't said something!,@rumpusgopus well caught said something
1,3,Mom and Dad are BOTH being dickheads. I just want to crawl into a whole and not come out until the weekends over.,mother dad dickheads want crawl whole come wekends
1,4,THIS BUSH HERE AND ITLL BE OUR LITTLE SECRET.... IF YOU TELL ANYONE THAT ITS THERE ILL COME TO YOUR HOUSE AND I WILL CUT YOU!,bush itl little secret ... tell anyone ill come house cut
2,2,so tired. going back to sleep.(:,tired going back sleep (:
1,1,"@fustar On the Early Christianity ride, do I get to die?",@fustar early christianity ride get die
1,1,A dog is one the remaining reasons why some people can be persuaded to go for a walk ~ O A Battista,dog one remaining reasons people persuaded go walk batista
1,1,@kittybradshaw @JSPECTATIONS @ODARA112 @CristalBubblin i heard you all had Belly 2 the directors cut,@kitybradshaw @jspectations @odara @cristalbublin heard belly directors cut
2,1,@zhnafisal Best of luck to u then.. Hope we can meet when I;m back in malaysia.. BTW anything u interested about Russia?,@zhnafisal best luck .. hope meet back malaysia .. btw anything interested russia
1,1,@HoustonChron RT Astros agree to terms with shortstop Manzella http://bit.ly/9sBswB @LosAstros @LasMayores,@houstonchron rt astros agree terms shortstop manzela @losastros @lasmayores
1,1,"On February 26th, 1936: Adolf Hitler opened the 1st Volkswagen plant in East Germany. http://bit.ly/9MPPIv",february th adolf hitler opened st volkswagen plant east germany
1,2,This could be bad... I'm going to put some chicken in the skillet and get in the shower. We'll see!,could bad ... i'm going put chicken skillet get shower we'l see
2,2,"@boondock_saint Nope, I don't think I've read the Black Dagger Brotherhood, but it sounds interesting. Thanks for the rec. hon.",@bondock_saint nope think i've read black dagger brotherhood sounds interesting thanks rec hon
1,1,"Took the ""What kind of big cat are you?"" quiz & got: A Leopard! What about you? ? http://bit.ly/ckIAZY",took kind big cat quiz got leopard
2,1,"In my arms, at least you can feel safe here..",arms least feel safe ..
3,2,@davidleibrandt HOW SHORT? please not too short i love your hair!!!,@davidleibrandt short please short love hair
3,1,"RT @bukonvict: RT @ladygaga: Celebrate! Rejoice 2nite monsters! The album you believed in #THE FAME is officially DIAMOND WORLDWIDE! 10,000,054 copies!",rt @bukonvict rt @ladygaga celebrate rejoice to night monsters album believed #the fame officially diamond worldwide copies
1,1,@ForeverAliceC lip synching?!?!!?!??!?!?!!?!?,@foreveralicec lip synching
1,1,RT @APESEX: #FF #ApeFam===> @N0R3DGAF @Nak305 @NICKIMINAJ @nOies12play @officialTila @OmqWtf_STFU @OnlineTHUG @oodlesNDnoodles @Ouch_ ...,rt @apesex #f #apefam @nrdgaf @nak @nickiminaj @noiesplay @oficialtila @omqwtf_stfu @onlinethug @odlesndnodles @ouch_ ...
3,1,YOU ARE RT @MzMG2U: I am the coolest lolRT @Just_Tone: #FF @MzMG2U becuz she's possibly the coolest chick in kent,rt @mzmgu colest lolrt @just_tone #f @mzmgu becuz possibly colest chick kent
1,2,@RealKevinLUCAS not while you're in a theme park o.o,@realkevinlucas theme park
2,1,"And I, I've got to have my way now, baby All I know is that to me You look like you're havin' fun Open up your lovin' arms Watch out, here ?",i've got way baby know look like havin fun open loving arms watch
2,1,Hmm sorry he is my boy wkwk tonight or tomorrow ;) RT @koesdinda: @NabilaKariza mau dong za foto yg sama @rogun32 hihihihi,hm sorry boy wkwk tonight 2morrow ;) rt @koesdinda @nabilakariza mau dong za foto yg sama @rogun hihihihi
1,3,Growing Pains Actor Found Dead: Very sad news.,growing pains actor found dead sad news
1,1,"ohh yya? :) selamat!RT @ladygageeway: sy kan biasa muncul ditipi tipi :p RT @njeLnjeL: hah? -,-""RT @ladygageeway: berarti anda punya tipi :p",oh :) selamat rt @ladygageway sy kan biasa muncul ditipi tipi :p rt @njelnjel hah rt @ladygageway berarti anda punya tipi :p
1,1,MyWestTexas.com > Top Stories > Fire sparks in abandoned home http://bit.ly/cQcY4F,mywestexas.com top stories fire sparks abandoned home
1,2,[News]: Beyonce Says She 'Killed' Sasha Fierce http://bit.ly/9j0bkp,news ]: beyonce says kiled sasha fierce
2,1,"RT @TheRealBash: Like the pics? thats a sneak peak before theyre finished...<-They ard they ard. LOL Gotta take 1, passing out fliers.",rt @therealbash like pics thats sneak peak they are finished ... <- ard ard very funny gota take passing fliers
2,1,"Lol RT @DrewSmileAlot: #probablywonthappen ""I just left this popppin Iota party..bout to hit the after joint @The Iota crib""",very funny rt @drewsmilealot #probablywonthapen left poppin iota party .. hit joint @the iota crib
1,2,"Closed Friday, February 26: Due to inclement weather we are closed today. http://bit.ly/bxOd1S",closed friday february due inclement weather closed today
2,1,"@Miss__JayJay Hehe. So true-idk, maybe I'll get brave and post some. lol. I've got a few I could probably post within the next few weeks :-)",@mis_jayjay hehe true-idk maybe i'l get brave post very funny i've got could probably post within next weks :-)
2,1,"@TheEllenShow ""When you wake up to curling, it's time to go to bed."" haha, tell Gladys Canada loves her.",@thelenshow wake curling time go bed haha tell gladys canada loves
1,3,so i have 3 days left of birth control.. fml lol. i should prolly make an appt ASAP! no babies for theresa anytime sooon! plus condoms suck,days left birth control .. fuck my life very funny proly make apt as soon as possible babies theresa anytime soon plus condoms suck
1,3,I call BULLSHIT RT----> RT @donna_rai @_Kerry_ lol these h00rs have tainted my innocent mind @silverelefanfic @Janigirl07 @AndyMCope,call bulshit rt ---> rt @dona_rai @_kery_ very funny hours tainted innocent mind @silverelefanfic @janigirl @andymcope
2,2,"@Dee_Tofog I didn't know, I just remember it from Carlin. Thanks for the info though!",@de_tofog know remember carlin thanks info though
1,2,"oh I pray it get's sorted now, I'm going to end up as bad as @wizzyrose if this continues to stress me.",oh pray get's sorted i'm going end bad @wizyrose continues stress
1,3,I'm gonna have to do MAD push ups to compensate...I mean Vegeta...dragonball Z...hyperbaric time chamber push ups!!!,i'm gona mad push ups compensate ... mean vegeta ... dragonbal z ... hyperbaric time chamber push ups
1,2,Just Tryin To Find My Way Back Home... The Old Me Is Dead And Gone,tryin find way back home ... old dead gone
1,1,Awww. @gainer541 at the pet shop http://tweetphoto.com/12513457,aw @gainer pet shop
1,1,TGIF..attended the PCR-III School Board meeting last night...they passed the new bell schedule change for next year...it will be interesting,happy .. atended pcr-i school board meeting last night ... pased new bell schedule change next year ... interesting
2,1,Hope everyone is ready too Voscillate on the 9th of this March!!!!,hope everyone ready voscilate th march
1,1,Tsunami alert as a quake strikes off Japan - BBC News http://www.repost.com/2010/02/26/tsunami-alert-as-a-quake-strikes-off-japan-bbc-news/,tsunami alert quake strikes japan bc news
1,2,"@swindleuk tho they said say, the music industry is kind of a mess, 'commercially' even my man jay-z the (cont) http://tl.gd/bsct2",@swindleuk though said say music industry kind mess commercially even man jay-z cont
1,1,@lilboycharli3 y'all actually doin stuff?,@lilboycharli y'al actually doin stuff
2,1,"Why customer focus? Reason12: Everybody sells. When everyone in your organisation is focused on delighting customers, they are selling.",customer focus reason everybody sels everyone organisation focused delighting customers selling
1,2,"aww, i was gnna do a special 4000th tweeet, i just realiseed i passed it..........a while ago :'( im on 4017",aw gna special th tweet realised pased ... ago :'( im
1,1,NBC Striking Olympic Gold: By FITSNews || With the men?s ice hockey gold medal game and woman?s figure skating fin... http://bit.ly/aQAtvr,nbc striking olympic gold fitsnews men ice hockey gold medal game woman figure skating fin ...
1,1,"Would you like something to read? ""Cables for the audiophile"", we're in room 226. Visit highendcable at the Bristol show, room 226",would like something read cables audiophile we're room visit highendcable bristol show room
2,3,"@neilhimself And we are all very sad about that but, alas, will settle for regular ol' on-the-ground hugs.",@neilhimself sad alas settle regular ol on-the-ground hugs
1,3,@kendoork what do you mean left? but you still love her right? huhu. what's wrong with popoy? :(,@kendork mean left still love right huhu what's wrong popoy :(
1,1,Great #NYC and #food tweets: @CitysearchNYC @dealishNYC @NYCMenuGirl @tastingtable @eatlikeagirl @Foodimentary #FollowFriday,great #nyc #fod twets @citysearchnyc @dealishnyc @nycmenugirl @tastingtable @eatlikeagirl @fodimentary #folowfriday
2,1,@donna_81 I'm doing well =) just listening to music and waiting for the Olympics to begin,@dona_ i'm well =) listening music waiting olympics begin
1,2,I watch the omnibus RT @AldeciaM0laudzi: Agreed! RT @MsLeloB: Become a #RhythmCityzen RT @Nhlanhla_: Isiding is boring these days gosh!,watch omnibus rt @aldeciamlaudzi agreed rt @mslelob become #rhythmcityzen rt @nhlanhla_ isiding boring days gosh
1,2,Wow. Think I'm gonna have to start retouching dark circles from my own eyes. Can I get away with wearing concealer on the daily??!,wow think i'm gona start retouching dark circles eyes get away wearing concealer daily
3,1,RT @S3ackii: #pausemarley lol you think you dennis rodman lol...lmaoooo,rt @sacki #pausemarley very funny think denis rodman very funny ... very funny
1,1,"RT @akersforsenate: Watch Paul on Fox News on Feb. 24th, tomorrow, at 3PM(EST) or 12PM(PST).",rt @akersforsenate watch paul fox news feb th 2morrow pm est pm pst
1,2,Drug violence flares in border cities http://bit.ly/9CwR5e,drug violence flares border cities
1,1,"I know there are guys who go around tooting that they are involved with films about characters they've worked on, but they didn't create..??",know guys go around toting involved films characters they've worked create ..
1,1,I rated a YouTube video (5 out of 5 stars) -- Flood Driving Fail http://youtu.be/MDjhO4eLwjs?a,rated youtube video stars flood driving fail
2,2,"@willycw lol, i look like a chicken who are lost in the big city.... college looks like my another world now...",@wilycw very funny look like chicken lost big city ... college loks like another world ...
2,2,"Mike T with his pearls of wisdom. ""Dad, don't kid with me. It's my time to learn. Don't fret."" OK, son.",mike pearls wisdom dad kid time learn fret ok son
2,2,"@CINTIA06 Tired, it was a long day. I missed the chats because of work. But I got some good new videos that I'll post this weekend :) Y tu?",@cintia tired long day mised chats work got good new videos i'l post weekend :) tu
1,1,"RT @peterfacinelli: Dear At&t,",rt @peterfacineli dear
1,1,#2ch No.14552 ??????? http://copipe.cureblack.com/copipe/2010/02/26/14552,#ch
3,2,@RealMen_Sparkle :)It tastes awesome !! try and tell me later whatcha think about xD missed you,@realmen_sparkle :) tastes awesome try tell later whatcha think xd mised
1,1,"I think when movie stars and teachers have similar salaries, I'll sympathize more with the anti-pirating people.",think movie stars teachers similar salaries i'l sympathize anti-pirating people
2,2,@jaymepoo I thought you had changed it just because of your current state. Haha. Enjoy your weekend Hun. Hope you can shower soon.,@jaymepo thought changed current state haha enjoy weekend hun hope shower soon
1,2,#doyouhaveto rock that V-neck jus to show ya babychest tat #cumonson yu fiendin,#doyouhaveto rock v-neck show babychest tat #cumonson yu fiendin
1,1,A constitutional right to hunt? Voters in four states to decide.: Christian Science Monitor,constitutional right hunt voters four states decide christian science monitor
1,2,I wont be sleeping tonight.,wont sleeping tonight
2,1,"Just finished a meeting with the netherlands rugby board, great people.",finished meeting netherlands rugby board great people
1,1,Small Business Bookkeeping To Boost The Business | Proinvests.com http://bit.ly/cyCKhY,small business bookkeeping boost business proinvests.com
1,3,RT @sannyhalim: miss my frnds in a sudden.Ijustdon't want farewell cmes that fast.It's like in just 2 months we have to say bye to each othr,rt @sanyhalim miss frnds suden.ijustdon want farewell cmes fast.it like months say bye othr
3,1,Me + my dad have no shame x) it's hilarious ... I ended up cackling so bad. Lull.,dad shame x hilarious ... ended cackling bad lull
1,1,Show do Guns em Porto Alegre tem novo local: http://poprock1071fm.blogspot.com/,show guns porto alegre tem novo local
1,2,Doesn't know what to do.. Wait in my room until 2? I think soo,know .. wait room think
1,1,Obama to Republicans on Health Reform: 'Let's Get This Done' http://bit.ly/d1CiLK #TCOT,obama republicans health reform let's get done #tcot
1,1,@erikasmerika watchin this uk game waitin for my brother to get up so we can go hoop,@erikasmerika watchin uk game waitin brother get go hoop
1,2,"Just because I like girls doesn't mean I like you. I'm picky, I like a certain type of bitch - and you're not it.",like girls mean like i'm picky like certain type bitch
1,1,"Colt 45, no cover @ Savalas - http://nyc.myopenbar.com/index.php?section=trackback&id=9485",colt cover savalas
1,2,i need something to read...but winglin is under maintenance ~,need something read ... winglin maintenance
3,2,@ItsAnnieEmma i DO care about the tsumani!! im just not tweeting about it cuz thats not what my followers want to read.mind ur own businness,@itsaniema care tsumani im tweting thats folowers want read.mind busines
1,1,". @Kola Boof singing ""The Beautiful Ones Are Not Yet Born"" --> LISTEN: http://bit.ly/bmnVad",@kola boof singing beautiful ones yet born --> listen
1,2,"@tgoodnight Isn't that the way it is with old houses? Everything's a non-standard size, type...Do you have any other ways of staying warm?",@tgodnight way old houses everything's non-standard size type ... ways staying warm
3,1,@CharlottePoole FFS tho i do love golden syrup! 8D <3,@charlotepole fs though love golden syrup
3,1,Jeff Beck on His Legendary Unreleased 1970 Motown Album! | for more info go to: http://wp.me/pJSnd-HK,jeff beck legendary unreleased motown album info go
1,1,I've heard of oceanview and gardenview...but I've never heard of a snowview #thuglife http://twitpic.com/15mmmu,i've heard oceanview gardenview ... i've never heard snowview #thuglife
2,3,@Dream_Chaser87 lol & how would u know if i only just told u - ice skating can be fun as long as we don't crack our ass on the ice - OUCH!!,@dream_chaser very funny would know told ice skating fun long crack ass ice ouch
1,1,"I favorited a YouTube video -- New Boyz ""You're A Jerk"" OFFICIAL Music Video HD Extended / Uncensored *... http://youtu.be/qv9VKKXwVxU?a",favorited youtube video new boyz jerk official music video high definition extended uncensored ...
2,2,"I cant invite him again. He'll go from a lover to a fighter & ill fight him again. so its over, but i told him to come over...again. <33",cant invite he'l go lover fighter ill fight told come ...
